bin, idx1, idx2, x, y
5,1,0, 4487.207523813843,11451.1550491074
5,1,0, 4485.700464426286,11451.26636626833
5,1,0, 4483.762032886367,11451.424299465596
5,1,0, 4480.3165419588895,11451.884163678984
5,1,0, 4476.871051031414,11452.502917124108
5,1,0, 4473.834721894176,11453.247359507142
5,1,0, 4473.425560103937,11453.393042622576
5,1,0, 4469.980069176459,11454.84342540901
5,1,0, 4469.245082283732,11455.228352745955
5,1,0, 4466.645117690221,11457.209345984766
5,1,0, 4466.534578248984,11457.299819939957
5,1,0, 4464.307232806169,11459.190339223576
5,1,0, 4463.089087321507,11460.167119066356
5,1,0, 4461.810257892374,11461.171332462389
5,1,0, 4459.64359639403,11462.495421267004
5,1,0, 4458.4957325717005,11463.152325701201
5,1,0, 4456.198105466554,11464.105066309268
5,1,0, 4453.32587477951,11465.133318940014
5,1,0, 4452.752614539077,11465.287428234982
5,1,0, 4449.3071236116,11465.935813590675
5,1,0, 4445.861632684124,11466.309113025323
5,1,0, 4442.4161417566465,11466.4814428871
5,1,0, 4438.970650829171,11466.483741038388
5,1,0, 4435.525159901694,11466.434350644102
5,1,0, 4432.0796689742165,11466.395797838848
5,1,0, 4428.634178046741,11466.3997496421
5,1,0, 4425.188687119264,11466.480527000409
5,1,0, 4421.743196191787,11466.738666445055
5,1,0, 4418.540292556051,11467.114312178823
5,1,0, 4418.297705264311,11467.146590148703
5,1,0, 4414.852214336834,11467.762485369465
5,1,0, 4411.406723409357,11469.062935645468
5,1,0, 4411.332654507078,11469.095305417637
5,1,0, 4407.961232481881,11470.631312838153
5,1,0, 4407.228158952305,11471.076298656448
5,1,0, 4404.515741554404,11472.838075167685
5,1,0, 4404.180349791176,11473.05729189526
5,1,0, 4401.177827110758,11475.038285134071
5,1,0, 4401.070250626928,11475.112425089486
5,1,0, 4398.356677959702,11477.019278372885
5,1,0, 4397.624759699451,11477.572411023692
5,1,0, 4395.699183466006,11479.000271611696
5,1,0, 4394.1792687719735,11480.176722059292
5,1,0, 4393.067751548418,11480.981264850507
5,1,0, 4390.733777844498,11482.720562809149
5,1,0, 4390.364883186755,11482.96225808932
5,1,0, 4387.307558260176,11484.943251328132
5,1,0, 4387.288286917021,11484.95740745882
5,1,0, 4384.6049538176685,11486.924244566942
5,1,0, 4383.842795989544,11487.651385554316
5,1,0, 4382.410247054269,11488.905237805755
5,1,0, 4380.599518458512,11490.886231044567
5,1,0, 4380.397305062068,11491.04876868405
5,1,0, 4377.432400476194,11492.867224283378
5,1,0, 4376.951814134591,11493.086898178479
5,1,0, 4373.506323207114,11493.923033496185
5,1,0, 4370.060832279638,11494.61032559729
5,1,0, 4368.492532182491,11494.84821752219
5,1,0, 4366.615341352161,11495.111844595947
5,1,0, 4363.169850424685,11496.136586425528
5,1,0, 4361.8391581217375,11496.829210761003
5,1,0, 4359.724359497208,11498.323794446314
5,1,0, 4359.1772414484785,11498.810203999816
5,1,0, 4357.557890889954,11500.791197238628
5,1,0, 4356.645081979206,11502.772190477437
5,1,0, 4356.40585884559,11504.75318371625
5,1,0, 4356.601938438761,11506.734176955064
5,1,0, 4357.335387949655,11508.715170193875
5,1,0, 4358.378703105512,11510.696163432685
5,1,0, 4359.266896628941,11512.677156671498
5,1,0, 4359.398025925705,11514.658149910309
5,1,0, 4358.589066130795,11516.639143149121
5,1,0, 4357.202830389321,11518.620136387934
5,1,0, 4356.278868569731,11519.456463196755
5,1,0, 4354.651562948825,11520.601129626746
5,1,0, 4352.833377642255,11521.630473343022
5,1,0, 4351.07281371778,11522.582122865557
5,1,0, 4349.387886714778,11523.39763567165
5,1,0, 4347.3742950704445,11524.563116104368
5,1,0, 4345.9423957873005,11525.547832802964
5,1,0, 4344.679741595442,11526.54410934318
5,1,0, 4342.994871638158,11528.525102581993
5,1,0, 4342.496904859825,11529.61093045021
5,1,0, 4342.101417926131,11530.506095820805
5,1,0, 4341.542273079565,11532.487089059616
5,1,0, 4341.274597658452,11534.468082298428
5,1,0, 4341.0883793008425,11536.449075537239
5,1,0, 4340.748487040736,11538.430068776051
5,1,0, 4340.297299127009,11540.411062014864
5,1,0, 4339.911223436269,11542.392055253677
5,1,0, 4339.88423962432,11544.373048492487
5,1,0, 4340.418353418481,11546.354041731298
5,1,0, 4341.835065766975,11548.33503497011
5,1,0, 4342.496904859825,11548.990850700311
5,1,0, 4343.630724941031,11550.316028208923
5,1,0, 4345.643940411841,11552.297021447735
5,1,0, 4345.9423957873005,11552.669810989255
5,1,0, 4346.997959875505,11554.278014686546
