sample,low,high,density
1,0.072830,0.073440,0.155462
1,0.073440,0.074050,0.233194
1,0.074050,0.074660,0.310917
1,0.074660,0.075270,0.310925
1,0.075270,0.075880,0.310925
1,0.075880,0.076490,0.077729
1,0.076490,0.077101,0.233194
1,0.077101,0.077711,0.155462
1,0.077711,0.078321,0.077729
1,0.078321,0.078931,0.077731
1,0.078931,0.079541,0.000000
1,0.079541,0.080151,0.310917
1,0.080151,0.080761,0.077731
1,0.080761,0.081371,0.155462
1,0.081371,0.081982,0.233188
1,0.081982,0.082592,0.000000
1,0.082592,0.083202,0.000000
1,0.083202,0.083812,0.310917
1,0.083812,0.084422,0.155462
1,0.084422,0.085032,0.077731
1,0.085032,0.085642,0.000000
1,0.085642,0.086252,0.077731
1,0.086252,0.086862,0.077731
1,0.086862,0.087473,0.155459
1,0.087473,0.088083,0.077731
1,0.088083,0.088693,0.388647
1,0.088693,0.089303,0.077731
1,0.089303,0.089913,0.000000
1,0.089913,0.090523,0.000000
1,0.090523,0.091133,0.077731
1,0.091133,0.091743,0.000000
1,0.091743,0.092354,0.077729
1,0.092354,0.092964,0.077731
1,0.092964,0.093574,0.155462
1,0.093574,0.094184,0.155459
1,0.094184,0.094794,0.077731
1,0.094794,0.095404,0.077731
1,0.095404,0.096014,0.077729
1,0.096014,0.096624,0.077731
1,0.096624,0.097234,0.155462
1,0.097234,0.097845,0.000000
1,0.097845,0.098455,0.000000
1,0.098455,0.099065,0.155462
2,-0.099915,-0.099251,0.037883
2,-0.099251,-0.098587,0.075765
2,-0.098587,-0.097923,0.000000
2,-0.097923,-0.097259,0.018941
2,-0.097259,-0.096595,0.056824
2,-0.096595,-0.095931,0.075765
2,-0.095931,-0.095266,0.018941
2,-0.095266,-0.094602,0.037883
2,-0.094602,-0.093938,0.075765
2,-0.093938,-0.093274,0.037883
2,-0.093274,-0.092610,0.000000
2,-0.092610,-0.091946,0.094707
2,-0.091946,-0.091282,0.000000
2,-0.091282,-0.090618,0.000000
2,-0.090618,-0.089953,0.056823
2,-0.089953,-0.089289,0.075765
2,-0.089289,-0.088625,0.075765
2,-0.088625,-0.087961,0.075765
2,-0.087961,-0.087297,0.018941
2,-0.087297,-0.086633,0.056823
2,-0.086633,-0.085969,0.037883
2,-0.085969,-0.085305,0.075765
2,-0.085305,-0.084641,0.075765
2,-0.084641,-0.083976,0.037883
2,-0.083976,-0.083312,0.113648
2,-0.083312,-0.082648,0.056824
2,-0.082648,-0.081984,0.094706
2,-0.081984,-0.081320,0.151531
2,-0.081320,-0.080656,0.151531
2,-0.080656,-0.079992,0.265179
2,-0.079992,-0.079328,0.151531
2,-0.079328,-0.078663,0.113647
2,-0.078663,-0.077999,0.037883
2,-0.077999,-0.077335,0.094707
2,-0.077335,-0.076671,0.132590
2,-0.076671,-0.076007,0.132590
2,-0.076007,-0.075343,0.170472
2,-0.075343,-0.074679,0.265179
2,-0.074679,-0.074015,0.189412
2,-0.074015,-0.073351,0.227296
2,-0.073351,-0.072686,0.246238
2,-0.072686,-0.072022,0.170472
2,-0.072022,-0.071358,0.284117
2,-0.071358,-0.070694,0.303062
2,-0.070694,-0.070030,0.284121
2,-0.070030,-0.069366,0.265179
2,-0.069366,-0.068702,0.435652
2,-0.068702,-0.068038,0.378827
2,-0.068038,-0.067374,0.284121
2,-0.067374,-0.066709,0.303062
2,-0.066709,-0.066045,0.681882
2,-0.066045,-0.065381,0.246238
2,-0.065381,-0.064717,0.359886
2,-0.064717,-0.064053,0.530353
2,-0.064053,-0.063389,0.359886
2,-0.063389,-0.062725,0.454593
2,-0.062725,-0.062061,0.587183
2,-0.062061,-0.061396,0.435652
2,-0.061396,-0.060732,0.644007
2,-0.060732,-0.060068,0.568238
2,-0.060068,-0.059404,0.871303
2,-0.059404,-0.058740,0.662948
2,-0.058740,-0.058076,0.871298
2,-0.058076,-0.057412,0.530358
2,-0.057412,-0.056748,0.606124
2,-0.056748,-0.056084,0.757651
2,-0.056084,-0.055419,0.738714
2,-0.055419,-0.054755,0.871303
2,-0.054755,-0.054091,0.984946
2,-0.054091,-0.053427,1.098600
2,-0.053427,-0.052763,1.174365
2,-0.052763,-0.052099,1.136476
2,-0.052099,-0.051435,1.136482
2,-0.051435,-0.050771,1.003893
2,-0.050771,-0.050107,1.117535
2,-0.050107,-0.049442,1.306955
2,-0.049442,-0.048778,0.928127
2,-0.048778,-0.048114,1.420595
2,-0.048114,-0.047450,1.553193
2,-0.047450,-0.046786,1.780479
2,-0.046786,-0.046122,1.685782
2,-0.046122,-0.045458,1.477427
2,-0.045458,-0.044794,1.458478
2,-0.044794,-0.044129,1.306955
2,-0.044129,-0.043465,2.045668
2,-0.043465,-0.042801,1.591066
2,-0.042801,-0.042137,1.572134
2,-0.042137,-0.041473,1.969903
2,-0.041473,-0.040809,1.988833
2,-0.040809,-0.040145,1.856255
2,-0.040145,-0.039481,2.310848
2,-0.039481,-0.038817,2.045657
2,-0.038817,-0.038152,2.197199
2,-0.038152,-0.037488,2.083551
2,-0.037488,-0.036824,2.651792
2,-0.036824,-0.036160,2.500261
2,-0.036160,-0.035496,2.519174
2,-0.035496,-0.034832,2.519203
2,-0.034832,-0.034168,2.254023
2,-0.034168,-0.033504,2.386613
2,-0.033504,-0.032839,2.651792
2,-0.032839,-0.032175,2.083528
2,-0.032175,-0.031511,2.386613
2,-0.031511,-0.030847,2.348730
2,-0.030847,-0.030183,2.613910
2,-0.030183,-0.029519,2.822265
2,-0.029519,-0.028855,3.011678
2,-0.028855,-0.028191,3.295762
2,-0.028191,-0.027527,3.144268
2,-0.027527,-0.026862,3.257916
2,-0.026862,-0.026198,2.860147
2,-0.026198,-0.025534,3.295799
2,-0.025534,-0.024870,3.030620
2,-0.024870,-0.024206,2.897998
2,-0.024206,-0.023542,3.409447
2,-0.023542,-0.022878,3.011678
2,-0.022878,-0.022214,2.841206
2,-0.022214,-0.021550,3.182151
2,-0.021550,-0.020885,3.636744
2,-0.020885,-0.020221,2.841174
2,-0.020221,-0.019557,3.106385
2,-0.019557,-0.018893,2.973796
2,-0.018893,-0.018229,3.390506
2,-0.018229,-0.017565,3.125327
2,-0.017565,-0.016901,3.201092
2,-0.016901,-0.016237,3.371527
2,-0.016237,-0.015572,3.466271
2,-0.015572,-0.014908,2.689675
2,-0.014908,-0.014244,3.087444
2,-0.014244,-0.013580,3.693568
2,-0.013580,-0.012916,3.977644
2,-0.012916,-0.012252,3.485213
2,-0.012252,-0.011588,3.845099
2,-0.011588,-0.010924,3.636744
2,-0.010924,-0.010260,3.901923
2,-0.010260,-0.009595,4.261809
2,-0.009595,-0.008931,3.598821
2,-0.008931,-0.008267,3.807216
2,-0.008267,-0.007603,3.163209
2,-0.007603,-0.006939,4.242868
2,-0.006939,-0.006275,4.602754
2,-0.006275,-0.005611,5.360409
2,-0.005611,-0.004947,6.383171
2,-0.004947,-0.004282,8.675149
2,-0.004282,-0.003618,12.918017
2,-0.003618,-0.002954,19.320201
2,-0.002954,-0.002290,29.965253
2,-0.002290,-0.001626,55.820227
2,-0.001626,-0.000962,89.534867
2,-0.000962,-0.000298,139.863101
2,-0.000298,0.000366,177.423844
2,0.000366,0.001030,139.370625
2,0.001030,0.001695,88.645627
2,0.001695,0.002359,53.774559
2,0.002359,0.003023,31.574915
2,0.003023,0.003687,18.714077
2,0.003687,0.004351,12.141420
2,0.004351,0.005015,8.959270
2,0.005015,0.005679,7.311370
2,0.005679,0.006343,5.909642
2,0.006343,0.007007,5.360409
2,0.007007,0.007672,4.943698
2,0.007672,0.008336,4.280750
2,0.008336,0.009000,4.792167
2,0.009000,0.009664,4.451223
2,0.009664,0.010328,4.564820
2,0.010328,0.010992,4.148161
