Axis,Line Label,X,Y,Marker,Marker Size,Marker Face Color,Marker Edge Color
Axes 1,$69.3 < \lambda \leq 140$,-404.9294749498998,7.886169934547034e-107,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-401.32476152304616,3.60444788341991e-104,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-397.7200480961924,1.5200780862382433e-101,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-394.1153346693387,5.9149023094381236e-99,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-390.510621242485,2.1236541311175173e-96,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-386.9059078156313,7.03516896877032e-94,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-383.3011943887776,2.150402800884289e-91,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-379.6964809619239,6.0648441320851906e-89,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-376.0917675350702,1.5782435311240995e-86,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-372.4870541082165,3.7895090181493826e-84,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-368.88234068136273,8.395497406415785e-82,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-365.27762725450907,1.716186521912763e-79,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-361.67291382765535,3.2369584171237018e-77,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-358.06820040080163,5.633318993280026e-75,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-354.46348697394797,9.045783175420646e-73,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-350.8587735470942,1.3402401557942327e-70,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-347.2540601202405,1.8322035609841675e-68,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-343.6493466933868,2.311104005932408e-66,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-340.0446332665331,2.6897998173870445e-64,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-336.4399198396794,2.888518604374006e-62,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-332.8352064128257,2.8621023760131265e-60,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-329.230492985972,2.616676298135522e-58,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-325.62577955911826,2.2073426019932586e-56,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-322.02106613226454,1.718084340767203e-54,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-318.4163527054109,1.2338839112249742e-52,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-314.81163927855715,8.176347290219952e-51,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-311.20692585170343,4.999190754906977e-49,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-307.6022124248497,2.8203019753140485e-47,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-303.99749899799605,1.4680716425994724e-45,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-300.3927855711423,7.051067607169918e-44,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-296.7880721442886,3.124775406485057e-42,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-293.1833587174349,1.277730942440171e-40,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-289.57864529058116,4.820778155336741e-39,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-285.9739318637275,1.6782341814341547e-37,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-282.3692184368738,5.3907144711173473e-36,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-278.76450501002006,1.5977148048588522e-34,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-275.15979158316634,4.369304776130725e-33,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-271.5550781563127,1.1025207388840836e-31,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-267.95036472945895,2.5669889519447927e-30,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-264.34565130260523,5.514749701557591e-29,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-260.7409378757515,1.0931867008046238e-27,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-257.13622444889785,1.9995497808651174e-26,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-253.53151102204413,3.3747580268727823e-25,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-249.9267975951904,5.255686828387591e-24,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-246.3220841683367,7.552617220032254e-23,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-242.71737074148297,1.0015033273949633e-21,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-239.1126573146293,1.225466049437351e-20,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-235.50794388777558,1.383734361383914e-19,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-231.90323046092186,1.4418404534396883e-18,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-228.29851703406814,1.386460592523208e-17,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-224.69380360721448,1.2303802159315438e-16,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-221.08909018036076,1.0077011357112498e-15,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-217.48437675350704,7.617423804805198e-15,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-213.87966332665331,5.3149233824765706e-14,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-210.2749498997996,3.423208263171079e-13,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-206.67023647294593,2.035446609905871e-12,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-203.0655230460922,1.1174505015206925e-11,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-199.4608096192385,5.6650359051271285e-11,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-195.85609619238477,2.6525305700984494e-10,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-192.2513827655311,1.147350064364423e-09,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-188.64666933867738,4.5858950381783674e-09,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-185.04195591182366,1.6942756830882636e-08,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-181.43724248496994,5.78820667087313e-08,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-177.83252905811628,1.82939017348797e-07,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-174.22781563126256,5.351964809000023e-07,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-170.62310220440884,1.450283063761615e-06,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-167.01838877755512,3.6430454444520613e-06,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-163.4136753507014,8.490734127305228e-06,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-159.80896192384773,1.838027745724139e-05,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-156.204248496994,3.700026055279483e-05,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-152.5995350701403,6.935597920018014e-05,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-148.99482164328657,0.0001212341677048976,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-145.3901082164329,0.0001979287585319583,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-141.7853947895792,0.00030230703914174044,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-138.18068136272547,0.0004326880775453328,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-134.57596793587174,0.000581344793793678,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-130.97125450901802,0.000734506599011908,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-127.36654108216436,0.0008743974986974869,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-123.76182765531064,0.000983150114289123,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-120.15711422845692,0.001047638136208906,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-116.5524008016032,0.0010637181027908288,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-112.94768737474953,0.0010383699113982652,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-109.34297394789581,0.0009888783903331643,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-105.7382605210421,0.0009393026178347306,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-102.13354709418837,0.0009155426795839376,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-98.52883366733465,0.000940763130001145,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-94.92412024048099,0.001032471893981583,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-91.31940681362727,0.0012014411127167896,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-87.71469338677355,0.0014516414382294335,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-84.10997995991988,0.001780204173611797,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-80.5052665330661,0.002177287110700634,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-76.90055310621244,0.0026269061081931008,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-73.29583967935878,0.003110175689157136,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-69.691126252505,0.0036113182796149793,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-66.08641282565134,0.00412478637220784,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-62.48169939879756,0.004660451073356209,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-58.876985971943895,0.005244446760997078,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-55.27227254509023,0.005915813438233029,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-51.667559118236454,0.006721658427460962,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-48.06284569138279,0.007713905319100424,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-44.45813226452901,0.00894824312364422,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-40.85341883767535,0.010482566557261043,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-37.248705410821685,0.012370977079145282,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-33.64399198396791,0.014651709034478986,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-30.039278557114244,0.017331719068632557,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-26.43456513026058,0.02037407177550722,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-22.829851703406803,0.023694506754833207,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-19.22513827655314,0.02717080214421134,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-15.620424849699361,0.03066441886045601,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-12.015711422845698,0.034050025373089085,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-8.410997995992034,0.03724577817953001,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-4.806284569138256,0.040236388238256975,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,-1.2015711422845925,0.04308282233144382,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,2.403142284569185,0.045916942700960806,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,6.007855711422849,0.04892461184732713,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,9.612569138276513,0.052323667552479185,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,13.21728256513029,0.05634177776726191,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,16.821995991983954,0.0611949434453227,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,20.42670941883773,0.06706449892754852,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,24.031422845691395,0.07407228313906959,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,27.63613627254506,0.08225947851980438,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,31.240849699398836,0.0915795560240569,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,34.8455631262525,0.10191456621405252,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,38.450276553106164,0.11311536964600255,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,42.05498997995994,0.1250542716868444,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,45.659703406813605,0.13766976198131586,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,49.26441683366738,0.15098330252545275,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,52.86913026052105,0.16507854333201527,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,56.47384368737471,0.1800497264647057,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,60.07855711422849,0.19594057792505173,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,63.68327054108215,0.21270041041154655,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,67.28798396793593,0.23017759497949808,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,70.8926973947896,0.2481546499596718,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,74.49741082164326,0.2664103777602545,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,78.10212424849703,0.28478066954369785,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,81.7068376753507,0.30318825867583643,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,85.31155110220436,0.3216266242544675,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,88.91626452905814,0.34010982214086616,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,92.5209779559118,0.3586238332417512,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,96.12569138276558,0.3771188966137035,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,99.73040480961924,0.3955591668325542,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,103.33511823647291,0.4140068994217226,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,106.93983166332669,0.432687221848496,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,110.54454509018035,0.4519783338050228,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,114.14925851703413,0.472306412042139,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,117.75397194388779,0.4939792470819864,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,121.35868537074145,0.5170375490599362,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,124.96339879759523,0.5412078299508298,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,128.5681122244489,0.5659946180704296,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,132.17282565130267,0.5908730418521482,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,135.77753907815634,0.615481586707611,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,139.38225250501,0.6397120567162042,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,142.98696593186378,0.6636558379053579,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,146.59167935871744,0.6874525692632067,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,150.1963927855711,0.7111404396324145,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,153.80110621242488,0.7345932767133524,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,157.40581963927855,0.7575647949124001,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,161.01053306613233,0.7797944676546309,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,164.615246492986,0.8011047437612672,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,168.21995991983965,0.8214416537242865,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,171.82467334669343,0.8408536464433227,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,175.4293867735471,0.859434562169721,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,179.03410020040087,0.8772621660008858,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,182.63881362725454,0.8943519429684458,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,186.2435270541082,0.9106335189746805,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,189.84824048096198,0.9259528543396898,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,193.45295390781564,0.9401028357547143,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,197.0576673346693,0.9528785990528108,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,200.66238076152308,0.9641397974434828,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,204.26709418837675,0.9738497685665419,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,207.87180761523052,0.9820642502269563,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,211.4765210420842,0.9888637598397739,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,215.08123446893785,0.9942538707853804,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,218.68594789579163,0.9980794524160503,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,222.2906613226453,1.0,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,225.89537474949907,0.9995518911341348,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,229.50008817635273,0.9962886960975988,None,6.0,#FFA600,#FFA600
