Axis,Line Label,X,Y,Marker,Marker Size,Marker Face Color,Marker Edge Color
Axes 1,$69.3 < \lambda \leq 140$,802.5655585378408,0.0013911974118089347,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,803.6274995328877,0.001622093992869681,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,804.6894405279346,0.0018770245784092985,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,805.7513815229814,0.0021557922442405,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,806.8133225180284,0.002457755149742347,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,807.8752635130752,0.0027818876720461156,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,808.937204508122,0.0031268892948498736,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,809.999145503169,0.0034913341587623874,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,811.0610864982158,0.003873847685753795,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,812.1230274932627,0.004273291957585732,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,813.1849684883096,0.0046889396588831464,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,814.2469094833565,0.005120617991369104,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,815.3088504784033,0.005568808948392319,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,816.3707914734501,0.006034699915849602,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,817.4327324684971,0.006520187358828281,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,818.4946734635439,0.00702784466689241,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,819.5566144585908,0.007560871400231552,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,820.6185554536377,0.008123043921523701,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,821.6804964486846,0.008718686088027235,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,822.7424374437314,0.009352673480993895,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,823.8043784387783,0.010030476494275131,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,824.8663194338252,0.010758238000052373,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,825.928260428872,0.011542872050321017,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,826.990201423919,0.012392162891827598,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,828.0521424189658,0.013314839820784598,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,829.1140834140126,0.014320603809460125,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,830.1760244090596,0.015420086386097676,None,6.0,#FFA600,#FFA600
Axes 1,$69.3 < \lambda \leq 140$,831.2379654041064,0.016624729210750058,None,6.0,#FFA600,#FFA600
