bin, idx1, idx2, x, y
5,1,0, 5348.683629142138,9707.867378074665
5,1,0, 5351.6773598156005,9707.124706660374
5,1,0, 5357.313616420628,9705.670145562706
5,1,0, 5358.967912190643,9705.243526577471
5,1,0, 5362.949873025655,9704.287362674431
5,1,0, 5368.586129630681,9702.869383751133
5,1,0, 5369.496601909203,9702.61967508028
5,1,0, 5374.22238623571,9701.246717310896
5,1,0, 5377.875652960361,9699.995823583085
5,1,0, 5379.858642840736,9699.176294594008
5,1,0, 5383.866716437306,9697.371972085894
5,1,0, 5385.494899445763,9696.461123612971
5,1,0, 5388.4616290483655,9694.748120588702
5,1,0, 5391.131156050791,9692.842639573653
5,1,0, 5392.162467241561,9692.124269091508
5,1,0, 5395.693995847935,9689.500417594314
5,1,0, 5396.767412655818,9688.644660253334
5,1,0, 5398.958654900973,9686.876566097122
5,1,0, 5402.403669260844,9684.463109857452
5,1,0, 5402.685492050064,9684.25271459993
5,1,0, 5406.3938393863145,9681.628863102738
5,1,0, 5408.039925865872,9680.365927544359
5,1,0, 5409.8279584735055,9679.005011605544
5,1,0, 5413.1626957282215,9676.38116010835
5,1,0, 5413.676182470899,9675.885259722145
5,1,0, 5416.161718981697,9673.757308611159
5,1,0, 5419.10769890257,9671.133457113967
5,1,0, 5419.312439075926,9670.925684845282
5,1,0, 5422.113192746306,9668.509605616775
5,1,0, 5424.948695680952,9666.274620245233
5,1,0, 5425.511373271388,9665.885754119581
5,1,0, 5428.941357403655,9663.261902622387
5,1,0, 5430.584952285981,9661.495198626619
5,1,0, 5431.375633442411,9660.638051125195
5,1,0, 5432.893741199858,9658.014199628004
5,1,0, 5433.743004291077,9655.39034813081
5,1,0, 5434.086289199448,9652.766496633618
5,1,0, 5434.725557828282,9650.142645136424
5,1,0, 5436.085345017902,9647.518793639232
5,1,0, 5436.221208891007,9647.334722160065
5,1,0, 5437.963470615797,9644.89494214204
5,1,0, 5440.585730288467,9642.271090644846
5,1,0, 5441.857465496034,9641.003717911139
5,1,0, 5443.282426238924,9639.647239147653
5,1,0, 5446.010310629283,9637.02338765046
5,1,0, 5447.493722101061,9635.249489552798
5,1,0, 5448.289143276287,9634.399536153269
5,1,0, 5450.35795092109,9631.775684656077
5,1,0, 5451.83917367898,9629.151833158883
5,1,0, 5452.936424036288,9626.52798166169
5,1,0, 5453.129978706089,9625.585381962012
5,1,0, 5453.545842397567,9623.904130164497
5,1,0, 5454.067990221598,9621.280278667306
5,1,0, 5454.793877453141,9618.656427170112
5,1,0, 5456.104164649802,9616.03257567292
5,1,0, 5458.213314612793,9613.408724175726
5,1,0, 5458.766235311115,9612.750739128966
5,1,0, 5460.403274261464,9610.784872678534
5,1,0, 5462.53826301963,9608.161021181342
5,1,0, 5463.929687624536,9605.537169684148
5,1,0, 5464.402491916142,9603.569526799098
5,1,0, 5464.559504214567,9602.913318186957
5,1,0, 5464.719173602842,9600.289466689763
5,1,0, 5464.484889340477,9597.66561519257
5,1,0, 5464.402491916142,9595.988558195946
5,1,0, 5464.360621364938,9595.041763695379
5,1,0, 5464.402491916142,9594.30563816834
5,1,0, 5464.535066946945,9592.417912198185
5,1,0, 5465.652958759873,9589.794060700991
5,1,0, 5467.81076008604,9587.1702092038
5,1,0, 5470.03874852117,9585.055243715891
5,1,0, 5470.6347811629485,9584.546357706608
5,1,0, 5473.611793519314,9581.922506209416
5,1,0, 5475.675005126197,9579.311304942936
5,1,0, 5475.684418551155,9579.298654712222
5,1,0, 5476.681952025634,9576.674803215028
5,1,0, 5476.892625549586,9574.050951717836
5,1,0, 5476.6078521170975,9571.427100220644
5,1,0, 5475.90919635033,9568.80324872345
5,1,0, 5475.675005126197,9568.066755774576
5,1,0, 5475.101073910479,9566.179397226259
5,1,0, 5474.164194959767,9563.555545729065
5,1,0, 5473.086760295056,9560.931694231873
5,1,0, 5471.475208714624,9558.30784273468
5,1,0, 5470.03874852117,9556.539857665966
5,1,0, 5469.192249223191,9555.683991237487
5,1,0, 5465.42367865743,9553.060139740295
5,1,0, 5464.402491916142,9552.471475622477
5,1,0, 5459.8578748585805,9550.436288243101
5,1,0, 5458.766235311115,9549.946653030842
5,1,0, 5453.220821513584,9547.81243674591
5,1,0, 5453.129978706089,9547.771931953295
5,1,0, 5447.545853812377,9545.188585248718
5,1,0, 5447.493722101061,9545.158895419101
5,1,0, 5443.520379536435,9542.564733751524
5,1,0, 5441.857465496034,9541.181063153537
5,1,0, 5440.615817542037,9539.94088225433
5,1,0, 5437.4484346813015,9537.317030757138
5,1,0, 5436.221208891007,9536.474397831958
5,1,0, 5433.859810950295,9534.693179259946
5,1,0, 5430.584952285981,9532.533905766675
5,1,0, 5429.819865434853,9532.069327762754
5,1,0, 5425.525941707321,9529.44547626556
5,1,0, 5424.948695680952,9529.056947911075
5,1,0, 5421.252528625348,9526.821624768367
5,1,0, 5419.312439075926,9525.31720420386
5,1,0, 5417.68282767562,9524.197773271175
5,1,0, 5413.980727137326,9521.573921773983
5,1,0, 5413.676182470899,9521.370387984442
5,1,0, 5409.990279714616,9518.95007027679
5,1,0, 5408.039925865872,9517.647883577958
5,1,0, 5405.815362073041,9516.326218779597
5,1,0, 5402.403669260844,9514.41553102487
5,1,0, 5401.1901106590085,9513.702367282403
5,1,0, 5396.767412655819,9511.495869857961
5,1,0, 5395.842209575342,9511.078515785211
5,1,0, 5391.131156050791,9509.125902070684
5,1,0, 5389.27919415894,9508.45466428802
5,1,0, 5385.494899445763,9507.135404093458
5,1,0, 5381.5675434580235,9505.830812790826
5,1,0, 5379.858642840736,9505.300423871555
5,1,0, 5374.22238623571,9503.405301181283
5,1,0, 5373.537259705774,9503.206961293634
5,1,0, 5368.586129630681,9501.609194900888
5,1,0, 5365.668797541813,9500.58310979644
5,1,0, 5362.949873025655,9499.494244152114
5,1,0, 5359.284351131514,9497.959258299248
5,1,0, 5357.313616420628,9496.975482908525
5,1,0, 5353.892867222911,9495.335406802056
5,1,0, 5351.6773598156005,9494.281792803076
5,1,0, 5347.818665728334,9492.711555304862
5,1,0, 5346.041103210573,9492.127625554553
5,1,0, 5340.4048466055465,9490.487740933258
5,1,0, 5338.548956062024,9490.087703807669
5,1,0, 5334.76859000052,9489.377830674319
5,1,0, 5329.1323333954915,9488.172757913442
5,1,0, 5325.397522002145,9487.463852310477
5,1,0, 5323.496076790465,9487.088660175725
5,1,0, 5317.859820185438,9485.783270698696
5,1,0, 5313.320917113736,9484.840000813285
5,1,0, 5312.223563580411,9484.58665991247
5,1,0, 5306.587306975383,9483.584979412852
5,1,0, 5300.951050370357,9482.76320365894
5,1,0, 5295.31479376533,9482.351767635391
5,1,0, 5289.678537160302,9482.327628009454
5,1,0, 5284.042280555275,9482.532709466614
5,1,0, 5278.406023950249,9482.868760607045
5,1,0, 5272.76976734522,9482.807602808309
5,1,0, 5267.133510740194,9482.432746626011
5,1,0, 5263.1237593422065,9482.216149316093
5,1,0, 5261.497254135167,9482.146173824265
5,1,0, 5255.86099753014,9481.915201252019
5,1,0, 5250.224740925112,9482.098343611733
5,2,0, 5357.313616420628,9415.9430066212
5,2,0, 5355.243295778608,9416.619861886275
5,2,0, 5351.6773598156005,9417.78209162087
5,2,0, 5346.823517173148,9419.243713383466
5,2,0, 5346.041103210573,9419.402787652829
5,2,0, 5340.4048466055465,9419.844385242981
5,2,0, 5334.768590000521,9419.763460351649
5,2,0, 5329.1323333954915,9419.345170189108
5,2,0, 5328.15333427841,9419.243713383466
5,2,0, 5323.496076790465,9418.490747638052
5,2,0, 5317.859820185438,9418.170052966312
5,2,0, 5312.223563580411,9418.391564254402
5,2,0, 5306.587306975383,9418.586408345984
5,2,0, 5300.951050370357,9418.604081171296
5,2,0, 5295.31479376533,9418.493470372967
5,2,0, 5289.678537160302,9418.473987788086
5,2,0, 5284.042280555275,9418.641793595712
5,2,0, 5278.406023950249,9419.0648917314
5,2,0, 5276.6810493625535,9419.243713383466
5,2,0, 5272.76976734522,9419.564646324858
5,2,0, 5267.133510740194,9420.053575161917
5,2,0, 5261.497254135167,9420.388219279313
5,2,0, 5255.86099753014,9420.533555071022
5,2,0, 5250.224740925112,9420.580763015494
5,2,0, 5244.588484320086,9420.620564143228
5,2,0, 5238.952227715059,9420.746757484625
5,2,0, 5233.315971110031,9420.974747698274
5,2,0, 5227.679714505004,9421.254717222724
5,2,0, 5222.0434578999775,9421.566532035355
5,2,0, 5218.665716047767,9421.86756488066
5,2,0, 5216.40720129495,9422.038050351834
5,2,0, 5210.7709446899225,9422.651730616362
5,2,0, 5205.134688084896,9424.264279322786
5,2,0, 5204.605863106741,9424.491416377852
5,2,0, 5199.4984314798685,9426.263440813544
5,2,0, 5197.606675908122,9427.115267875044
5,2,0, 5193.862174874841,9428.476040462288
5,2,0, 5190.348671731923,9429.739119372238
5,2,0, 5188.225918269814,9430.406543668336
5,2,0, 5182.589661664788,9431.87096545736
5,2,0, 5179.821034981133,9432.362970869432
5,2,0, 5176.9534050597595,9432.811443359373
5,2,0, 5171.317148454733,9433.45105722334
5,2,0, 5165.680891849706,9434.00568723324
5,2,0, 5160.044635244679,9434.524285027024
5,2,0, 5154.854078684307,9434.986822366624
5,2,0, 5154.408378639651,9435.017989234271
5,2,0, 5148.772122034625,9435.345935429505
5,2,0, 5143.135865429598,9435.761309596106
5,2,0, 5137.49960882457,9436.35369002354
5,2,0, 5131.863352219543,9437.191010849761
5,2,0, 5129.408322602039,9437.610673863815
5,2,0, 5126.227095614517,9438.127411574127
5,2,0, 5120.590839009489,9439.233719541777
5,2,0, 5115.319869124322,9440.23452536101
5,2,0, 5114.954582404462,9440.31599358333
5,2,0, 5109.318325799435,9441.226198003736
5,2,0, 5103.682069194408,9441.98329727835
5,2,0, 5098.04581258938,9442.766282290848
5,2,0, 5097.508385668532,9442.858376858201
5,2,0, 5092.4095559843545,9443.88425638355
5,2,0, 5086.773299379327,9445.289048048018
5,2,0, 5086.0710944551065,9445.482228355395
5,2,0, 5081.137042774299,9446.731540639814
5,2,0, 5075.500786169272,9447.96851058909
5,2,0, 5074.8161337946585,9448.106079852587
5,2,0, 5069.8645295642455,9449.062085642765
5,2,0, 5064.228272959218,9450.17556457281
5,2,0, 5061.648585274647,9450.729931349779
5,2,0, 5058.5920163541905,9451.663036400476
5,2,0, 5055.108689170611,9453.353782846973
5,2,0, 5052.955759749164,9455.887922366619
5,2,0, 5052.901589474247,9455.977634344164
5,2,0, 5052.426026926922,9458.601485841358
5,2,0, 5052.684021091258,9461.22533733855
5,2,0, 5052.954262376931,9463.849188835742
5,2,0, 5052.8481531176,9466.473040332936
5,2,0, 5052.194823772595,9469.096891830128
5,2,0, 5050.699506173369,9471.720743327322
5,2,0, 5048.51990368734,9474.344594824513
5,2,0, 5047.319503144137,9475.550434800341
5,2,0, 5045.753461230786,9476.968446321705
5,2,0, 5042.280744400441,9479.5922978189
5,2,0, 5041.683246539109,9480.062262766014
5,2,0, 5037.954548231322,9482.216149316093
5,2,0, 5036.046989934082,9483.37954713908
5,2,0, 5032.718856362855,9484.840000813285
5,2,0, 5030.410733329056,9485.975841575017
5,2,0, 5026.974558935845,9487.463852310477
5,2,0, 5024.774476724028,9488.641780446766
5,2,0, 5022.3273479023,9490.087703807669
5,2,0, 5019.138220119001,9492.686346067982
5,2,0, 5019.111875081598,9492.711555304862
5,2,0, 5016.3068587469925,9495.335406802056
5,2,0, 5013.501963513974,9497.78423882819
5,2,0, 5013.310279710593,9497.959258299248
5,2,0, 5009.612350405044,9500.58310979644
5,2,0, 5007.865706908947,9501.696093554358
5,2,0, 5005.150696827229,9503.206961293634
5,2,0, 5002.229450303919,9504.763596715538
5,2,0, 4999.808538584391,9505.830812790826
5,2,0, 4996.593193698893,9507.3048928135
5,2,0, 4993.592611855453,9508.45466428802
5,2,0, 4990.956937093866,9509.57118656273
5,2,0, 4986.979785661635,9511.078515785211
5,2,0, 4985.320680488838,9511.803019092198
5,2,0, 4981.2653760397425,9513.702367282405
5,2,0, 4979.684423883811,9514.6260221204
5,2,0, 4977.291099724621,9516.326218779597
5,2,0, 4974.703353991277,9518.95007027679
5,2,0, 4974.048167278785,9520.264912825904
5,2,0, 4973.511376455179,9521.573921773983
5,2,0, 4973.2089768479755,9524.197773271175
5,2,0, 4973.105805693224,9526.821624768367
5,2,0, 4972.45327314197,9529.44547626556
5,2,0, 4970.296453699404,9532.069327762754
5,2,0, 4968.411910673757,9533.442302592277
5,2,0, 4966.878144943536,9534.693179259946
5,2,0, 4963.0057574659995,9537.317030757138
5,2,0, 4962.77565406873,9537.502875245149
5,2,0, 4959.977977234679,9539.94088225433
5,2,0, 4958.7891891090885,9542.564733751524
5,2,0, 4959.263491268265,9545.188585248718
5,2,0, 4961.016785479353,9547.81243674591
5,2,0, 4962.77565406873,9549.795824197552
5,2,0, 4963.347161357823,9550.4362882431
5,2,0, 4965.741265566632,9553.060139740295
5,2,0, 4967.684748646526,9555.683991237487
5,2,0, 4968.411910673757,9557.302730544732
5,2,0, 4968.799040080136,9558.30784273468
5,2,0, 4968.711043139505,9560.931694231873
5,2,0, 4968.411910673757,9561.595314382725
5,2,0, 4967.277126507156,9563.555545729065
5,2,0, 4964.350552249825,9566.179397226259
5,2,0, 4962.77565406873,9567.25168384124
5,2,0, 4959.557854606403,9568.80324872345
5,2,0, 4957.139397463703,9569.752576966936
5,2,0, 4951.5031408586765,9571.376993998309
5,2,0, 4951.3057845632875,9571.427100220644
5,2,0, 4945.866884253648,9572.841747128099
5,2,0, 4942.406597997603,9574.050951717836
5,2,0, 4940.2306276486215,9575.09942682307
5,2,0, 4938.001647971389,9576.674803215028
5,2,0, 4936.207355325462,9579.298654712222
5,2,0, 4935.931514970191,9581.922506209416
5,2,0, 4936.826620139506,9584.546357706608
5,2,0, 4938.512225878103,9587.1702092038
5,2,0, 4940.230627648622,9589.74117806418
5,2,0, 4940.275573120907,9589.794060700991
5,2,0, 4941.573641136969,9592.417912198185
5,2,0, 4941.369339083348,9595.041763695379
5,2,0, 4940.2306276486215,9596.135025934414
5,2,0, 4938.753031746048,9597.66561519257
5,2,0, 4935.196829163771,9600.289466689763
5,2,0, 4934.594371043595,9600.858442567465
5,2,0, 4932.758632442213,9602.913318186957
5,2,0, 4932.658059408502,9605.537169684148
5,2,0, 4934.176763501093,9608.161021181342
5,2,0, 4934.594371043595,9608.742576064335
5,2,0, 4935.8532776194,9610.784872678534
5,2,0, 4936.584075302209,9613.408724175726
5,2,0, 4936.097479936465,9616.03257567292
5,2,0, 4934.594371043595,9618.63443781475
5,2,0, 4934.58213979518,9618.656427170112
5,2,0, 4932.709196751058,9621.280278667306
5,2,0, 4931.395393741249,9623.904130164497
5,2,0, 4930.773781314635,9626.52798166169
5,2,0, 4930.750179404193,9629.151833158883
5,2,0, 4931.051974789166,9631.775684656077
5,2,0, 4931.293322203329,9634.399536153269
5,2,0, 4931.432492360967,9637.02338765046
5,2,0, 4931.453094715169,9639.647239147653
5,2,0, 4931.379039118859,9642.271090644846
5,2,0, 4931.244000892157,9644.89494214204
5,2,0, 4931.215865004863,9647.518793639232
5,2,0, 4931.47386152214,9650.142645136424
5,2,0, 4932.300856139211,9652.766496633618
5,2,0, 4934.0639363849095,9655.39034813081
5,2,0, 4934.594371043595,9655.924691255794
5,2,0, 4936.512553008471,9658.014199628004
5,2,0, 4940.140304261237,9660.638051125195
5,2,0, 4940.2306276486215,9660.694636399583
5,2,0, 4944.647993720664,9663.261902622387
5,2,0, 4945.866884253648,9663.864612422414
5,2,0, 4950.644066928603,9665.885754119581
5,2,0, 4951.5031408586765,9666.215037967791
5,2,0, 4957.139397463703,9668.173567979455
5,2,0, 4958.166454913985,9668.509605616775
5,2,0, 4962.77565406873,9670.13489483112
5,2,0, 4965.415350772139,9671.133457113967
5,2,0, 4968.411910673757,9672.680886186447
5,2,0, 4970.2644517788,9673.757308611159
5,2,0, 4972.998360633373,9676.38116010835
5,2,0, 4973.599638270657,9679.005011605544
5,2,0, 4972.31335831452,9681.628863102738
5,2,0, 4969.397493222983,9684.25271459993
5,2,0, 4968.411910673757,9685.116537518063
5,2,0, 4965.580585621139,9686.876566097122
5,2,0, 4962.77565406873,9689.186512688122
5,2,0, 4962.167277332325,9689.500417594314
5,2,0, 4962.3280865288,9692.124269091508
5,2,0, 4962.77565406873,9692.257960677956
5,2,0, 4968.411910673758,9694.027249632487
5,2,0, 4970.35019569616,9694.748120588702
5,2,0, 4974.048167278785,9695.708804285858
5,2,0, 4978.13497458255,9697.371972085894
5,2,0, 4979.684423883811,9698.062918948923
5,2,0, 4982.529568812351,9699.995823583085
5,2,0, 4984.940797177472,9702.61967508028
5,2,0, 4985.320680488837,9704.196767450803
5,2,0, 4985.53696738946,9705.243526577471
5,2,0, 4985.320680488838,9705.742989772954
5,2,0, 4984.350436133455,9707.867378074665
5,2,0, 4982.373358467722,9710.491229571857
5,2,0, 4980.569263578273,9713.115081069049
5,2,0, 4979.963587290654,9715.738932566243
5,2,0, 4980.451732573885,9718.362784063436
5,2,0, 4982.2538980798445,9720.986635560628
5,2,0, 4984.8079725829475,9723.61048705782
5,2,0, 4985.320680488838,9724.101606171927
5,2,0, 4987.737983098763,9726.234338555012
5,2,0, 4990.823567392862,9728.858190052206
5,2,0, 4990.956937093866,9728.982180362826
5,2,0, 4994.783219144324,9731.4820415494
5,2,0, 4996.593193698893,9732.478319748388
5,2,0, 5002.229450303919,9733.996347377773
5,2,0, 5002.958913166831,9734.105893046592
5,2,0, 5007.865706908947,9734.830565852717
5,2,0, 5013.501963513974,9735.597053616255
5,2,0, 5019.043758678204,9736.729744543783
5,2,0, 5019.138220119001,9736.753759359739
5,2,0, 5024.476530561652,9739.353596040975
5,2,0, 5024.774476724028,9739.563616970561
5,2,0, 5027.108419367432,9741.97744753817
5,2,0, 5028.9421600305495,9744.601299035363
5,2,0, 5030.343240759169,9747.225150532555
5,2,0, 5030.410733329056,9747.34365454408
5,2,0, 5031.814109044904,9749.849002029747
5,2,0, 5034.396829800934,9752.47285352694
5,2,0, 5036.046989934082,9753.586755431903
5,2,0, 5039.063711488971,9755.096705024132
5,2,0, 5041.683246539109,9756.024469173195
5,2,0, 5047.319503144137,9757.562211798135
5,2,0, 5047.959570505932,9757.720556521326
5,2,0, 5052.955759749164,9759.061704635147
5,2,0, 5057.771914713381,9760.344408018518
5,2,0, 5058.5920163541905,9760.598979970673
5,2,0, 5064.228272959218,9762.666418174502
5,2,0, 5065.002193398846,9762.96825951571
5,2,0, 5069.8645295642455,9765.282521000307
5,2,0, 5070.552411605942,9765.592111012906
5,2,0, 5075.344803138018,9768.215962510098
5,2,0, 5075.500786169272,9768.310147493201
5,2,0, 5081.137042774299,9770.763233915071
5,2,0, 5081.412898344258,9770.83981400729
5,2,0, 5086.773299379327,9772.020447282883
5,2,0, 5092.409555984354,9772.549285066209
5,2,0, 5098.04581258938,9772.75093655867
5,2,0, 5103.682069194408,9772.979505210013
5,2,0, 5109.318325799436,9773.358749582127
5,2,0, 5109.924725553212,9773.463665504481
5,2,0, 5114.954582404462,9774.573858439375
5,2,0, 5118.3809244458835,9776.087517001673
5,2,0, 5120.590839009489,9777.471428336503
5,2,0, 5121.811048242371,9778.711368498867
5,2,0, 5123.981330599493,9781.335219996061
